Chainage,J1_Dip_deg,J1_DipDir_deg,J1_Strike_deg,J1_Spacing_cm,J1_Persistence_m,J1_Roughness_ord,J1_Roughness_label,J1_Aperture_mm,J1_Infill_label,J1_Infill_present,J1_Weathering_ord,J1_Weathering_label,J2_Dip_deg,J2_DipDir_deg,J2_Strike_deg,J2_Spacing_cm,J2_Persistence_m,J2_Roughness_ord,J2_Roughness_label,J2_Aperture_mm,J2_Infill_label,J2_Infill_present,J2_Weathering_ord,J2_Weathering_label,J3_Dip_deg,J3_DipDir_deg,J3_Strike_deg,J3_Spacing_cm,J3_Persistence_m,J3_Roughness_ord,J3_Roughness_label,J3_Aperture_mm,J3_Infill_label,J3_Infill_present,J3_Weathering_ord,J3_Weathering_label,J1_Dip_deg_roll5_std,J1_Dip_deg_delta,J1_DipDir_deg_roll5_std,J1_DipDir_deg_delta,J1_Spacing_cm_roll5_std,J1_Spacing_cm_delta,J1_Persistence_m_roll5_std,J1_Persistence_m_delta,J1_Roughness_ord_roll5_std,J1_Roughness_ord_delta,J1_Weathering_ord_roll5_std,J1_Weathering_ord_delta,J2_Dip_deg_roll5_std,J2_Dip_deg_delta,J2_DipDir_deg_roll5_std,J2_DipDir_deg_delta,J2_Spacing_cm_roll5_std,J2_Spacing_cm_delta,J2_Persistence_m_roll5_std,J2_Persistence_m_delta,J2_Roughness_ord_roll5_std,J2_Roughness_ord_delta,J2_Weathering_ord_roll5_std,J2_Weathering_ord_delta,J3_Dip_deg_roll5_std,J3_Dip_deg_delta,J3_DipDir_deg_roll5_std,J3_DipDir_deg_delta,J3_Spacing_cm_roll5_std,J3_Spacing_cm_delta,J3_Persistence_m_roll5_std,J3_Persistence_m_delta,J3_Roughness_ord_roll5_std,J3_Roughness_ord_delta,J3_Weathering_ord_roll5_std,J3_Weathering_ord_delta,Avg_Weathering,Avg_Spacing,Avg_Roughness,Spacing_Trend5,Weathering_Trend5,In_Fault_Zone,Precursor_Zone,Fault_Ahead_Label,Predicted_Fault_Probability,Predicted_Fault_Ahead,CV_Probability_RandomForest,CV_Probability_ExtraTrees,CV_Probability_GradientBoosting,CV_Probability_LogisticRegression,CV_Probability_SVM_RBF,CV_Probability_KNN,CV_Probability_XGBoost
5130.5,65.0,200.0,232.5,100.0,100.0,4.0,Very Rough to Slightly Rough,0.1,silty/clay,1,1.0,Fresh,65.0,260.0,251.11111111111111,100.0,100.0,4.0,Very Rough to Slightly Rough,0.1,silty/clay,1,1.0,Fresh,70.0,350.0,108.88888888888889,80.0,100.0,4.0,Very Rough to Slightly Rough,0,None,0,0,0,6.12372435695794,5.0,36.46916505762094,20.0,54.77225575051663,0.0,188.8915032498815,0.0,0.22360679774997788,-0.5,0.0,0.0,4.472135954999586,5.0,34.92849839314596,10.0,58.9915248150105,0.0,144.49913494550748,0.0,0.547722557505166,-0.5,0.0,0.0,2.7386127875258306,0.0,5.477225575051661,0.0,67.23094525588618,-20.0,188.89150324988145,0.0,0.7071067811865476,0.0,0.0,0.0,0.6666666666666666,93.33333333333333,4.0,-21.3333333333333,0.0,0,0,0,0.4738999949984987,0,0.37221183041896366,0.47939044004002984,0.011584768407272258,0.3480784075714061,0.33024025458147344,0.0,0.0032180273
5141.0,65.0,250.0,215.0,90.0,100.0,4.0,very rough to slightly rough,0.1,silty/clay,1,1.0,Fresh,65.0,340.0,232.22222222222223,100.0,100.0,4.0,very rough to slightly rough,0.1,silty/clay,1,1.0,Fresh,65.0,190.0,107.77777777777777,70.0,100.0,4.0,very rough to slightly rough,0,None,0,0,0,6.519202405202644,0.0,33.61547262794322,50.0,56.745043836444445,-10.0,21.908902300206325,0.0,0.22360679774997788,0.0,0.0,0.0,4.472135954999586,0.0,53.5723809439155,80.0,54.772255750516614,0.0,21.908902300206236,0.0,0.2236067977499794,0.0,0.0,0.0,2.7386127875258306,-5.0,70.5691150575094,-160.0,64.80740698407834,-10.0,21.908902300205995,0.0,0.4472135954999579,0.0,0.0,0.0,0.6666666666666666,86.66666666666667,4.0,1.3333333333333683,0.0,0,0,0,0.32422236888291095,0,0.1398124950202015,0.32782436753863,0.0022780010221631676,0.13141872936834553,0.04573403609288548,0.0,0.006869169
5151.5,70.0,190.0,197.5,80.0,100.0,5.0,very rough to rough & slightly rough,0.1,silty clay material,1,1.0,Fresh,60.0,250.0,213.33333333333331,100.0,100.0,5.0,very rough to rough & slightly rough,0.1,silty clay material,1,1.0,Fresh,70.0,350.0,106.66666666666667,60.0,100.0,4.0,Very rough to slightly rough,0,None,0,0,0,3.5355339059327284,5.0,27.748873851023216,-60.0,48.78524367060189,-10.0,17.88854381999796,0.0,0.44721359549995743,1.0,0.0,0.0,4.183300132670385,-5.0,39.370039370059054,-90.0,44.721359549995796,0.0,17.888543819997828,0.0,0.4472135954999582,1.0,0.0,0.0,2.7386127875258306,5.0,70.5691150575094,160.0,56.74504383644409,-10.0,17.88854381999755,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,80.0,4.666666666666667,-23.999999999999964,0.0,0,0,0,0.33344614185205496,0,0.07917119222839458,0.29574953319477076,0.003965892476594687,0.13854571567059312,0.0037410562303735687,0.0,0.0025069343
5161.5,65.0,180.0,180.0,100.0,400.0,4.0,very rough to slightly rough,0.1,silty/clay,1,1.0,Fresh,60.0,260.0,194.44444444444446,110.0,500.0,4.0,very rough to slightly rough,0.12,silty/clay,1,1.0,Fresh,70.0,350.0,105.55555555555556,100.0,500.0,4.0,very rough to slightly rough,0,None,0,0,0,3.5355339059327284,-5.0,29.154759474226502,-10.0,8.94427190999926,20.0,134.16407864998737,300.0,0.44721359549995743,-1.0,0.0,0.0,2.738612787525841,0.0,38.34057902536163,10.0,4.47213595499958,10.0,178.88543819998313,400.0,0.4472135954999582,-1.0,0.0,0.0,2.23606797749979,0.0,71.55417527999327,0.0,17.888543819997153,40.0,178.88543819998313,400.0,0.0,0.0,0.0,0.0,0.6666666666666666,103.33333333333333,4.0,-19.3333333333333,0.0,0,0,0,0.4017417604169537,0,0.30466582111637697,0.4479160144431829,0.0160621424456856,0.1416064387035645,0.07466385130633243,0.0,0.0090502985
6819.5,65.0,300.0,162.5,100.0,100.0,4.0,rough,0.1,silty clay,1,1.0,Fresh,70.0,350.0,175.55555555555554,80.0,100.0,4.0,rough,0.1,silty clay,1,1.0,Fresh,65.0,70.0,104.44444444444444,100.0,100.0,4.0,Rough,0,None,0,0,0,2.2360679774997756,0.0,50.299105359837164,120.0,8.94427190999926,0.0,134.16407864998737,-300.0,0.44721359549995743,0.0,0.0,0.0,4.183300132670385,10.0,48.68264577855234,90.0,10.954451150103322,-30.0,178.88543819998313,-400.0,0.4472135954999582,0.0,0.0,0.0,2.7386127875258306,-5.0,127.74975538137049,-280.0,17.888543819997153,0.0,178.88543819998313,-400.0,0.0,0.0,0.0,0.0,0.6666666666666666,93.33333333333333,4.0,-1.3333333333333002,0.0,0,0,0,0.31000467135681903,0,0.2797708259176168,0.3150780778417072,0.005392482432901733,0.0076608154821719504,0.030650708359618372,0.0,0.013743723
6824.5,60.0,300.0,145.0,100.0,366.6666666666667,4.0,rough,0.1,1mm thick silty clay,1,1.0,Fresh,70.0,340.0,156.66666666666666,86.66666666666667,400.0,4.0,rough,0.1,1mm thick silty clay,1,1.0,Fresh,65.0,60.0,103.33333333333333,100.0,166.66666666666669,4.0,Rough,0,None,0,0,0,3.5355339059327284,-5.0,57.706152185014034,0.0,8.94427190999926,0.0,155.63490039905005,266.6666666666667,0.44721359549995743,0.0,0.0,0.0,5.000000000000005,0.0,48.68264577855234,-10.0,11.925695879998877,6.666666666666671,194.93588689617923,300.0,0.4472135954999582,0.0,0.0,0.0,2.7386127875258306,0.0,142.75853739794337,-10.0,19.493588689616875,0.0,173.8453974720706,66.66666666666669,0.0,0.0,0.0,0.0,0.6666666666666666,95.55555555555556,4.0,0.44444444444447984,0.0,0,0,0,0.33369997223780445,0,0.2765945734757171,0.3277233022135327,0.0047757124666935515,0.014871134069914412,0.005356947372993368,0.0,0.005074273
6829.0,60.0,310.0,127.5,100.0,633.3333333333334,4.0,rough,0.1,1mm thick silty clay,1,1.0,Fresh,70.0,0.0,137.77777777777777,93.33333333333333,700.0,4.0,rough,0.1,1mm thick silty clay,1,1.0,Fresh,65.0,70.0,102.22222222222223,100.0,233.33333333333334,3.0,Rough to slightly rough,0,None,0,0,0,4.18330013267037,0.0,65.0384501660364,10.0,8.94427190999926,0.0,225.58565754251512,266.6666666666667,0.44721359549995743,0.0,0.0,0.0,5.4772255750516665,0.0,141.59802258506295,-340.0,11.642832797715318,6.666666666666657,260.76809620810593,300.0,0.4472135954999582,0.0,0.0,0.0,2.7386127875258306,0.0,155.24174696260025,10.0,17.888543819997192,0.0,165.9986613065164,66.66666666666666,0.4472135954999579,-1.0,0.0,0.0,0.6666666666666666,97.77777777777777,3.6666666666666665,2.2222222222222543,0.0,0,0,0,0.3628443918581159,0,0.354043218741897,0.3820270963132252,0.044720078933118204,0.012188005254518585,0.0771001587947935,0.0,0.012731504
6834.0,60.0,290.0,110.0,100.0,900.0,4.0,very rough to slightly rough,0.1,calcaerous and silty clay up to 1 mm thickness,1,1.0,Fresh,65.0,355.0,118.88888888888889,100.0,1000.0,4.0,very rough to slightly rough,0.1,calcaerous and silty clay up to 1 mm thickness,1,1.0,Fresh,65.0,80.0,101.11111111111111,100.0,300.0,4.5,Very Rough to Rough,0,None,0,0,0,2.738612787525819,0.0,54.12947441089743,-20.0,0.0,0.0,301.47784145586706,266.66666666666663,0.0,0.0,0.0,0.0,4.472135954999586,-5.0,150.93044755780724,355.0,11.642832797715318,6.666666666666671,336.1547262794322,300.0,0.0,0.0,0.0,0.0,2.23606797749979,0.0,125.41929676090518,10.0,0.0,0.0,153.47819244295115,66.66666666666666,0.5477225575051662,1.5,0.0,0.0,0.6666666666666666,100.0,4.166666666666667,4.000000000000034,0.0,0,0,0,0.3466398245596011,0,0.2928821875714581,0.376623331437128,0.006899518562114833,0.0020760774523644093,0.007499432005092572,0.0,0.016627768
6838.0,70.0,270.0,115.0,200.0,60.0,4.0,rough,0.1,1mm thick silty clay,1,1.0,Fresh,65.0,350.0,100.0,60.0,60.0,4.0,rough,0.1,1mm thick silty clay,1,2.0,calcitic fillings,65.0,70.0,100.0,60.0,60.0,3.0,Rough to slightly rough,0,None,0,0,0,4.4721359549995725,10.0,15.165750888103101,-20.0,44.72135954999582,100.0,357.22386382895655,-840.0,0.0,0.0,0.0,0.0,2.738612787525841,0.0,156.06088555432459,-5.0,15.347819244295104,-40.0,400.64947273146385,-940.0,0.0,0.0,0.447213595499958,1.0,0.0,0.0,7.0710678118654755,-10.0,17.888543819997192,-40.0,97.34246532503448,-240.0,0.6708203932499369,-1.5,0.0,0.0,1.0,106.66666666666667,3.6666666666666665,0.6666666666667027,0.06666666666666668,0,0,0,0.3109407026756884,0,0.2527778173758439,0.3520293968834893,0.03638581825210773,0.0815584031277412,0.05167039394692003,0.14285714285714285,0.007920054
6844.0,60.0,65.0,280.0,100.0,100.0,5.0,very rough,0.1,Silty clay/clay,1,1.0,Fresh,65.0,75.0,355.0,100.0,100.0,2.0,slightly rough,0.1,Silty clay/calcaerous,1,1.0,Fresh,65.0,0.0,200.0,100.0,100.0,2.0,slightly rough,0,None,0,0,0,4.4721359549995725,-10.0,102.810505299799,-205.0,44.72135954999582,-100.0,357.22386382895655,40.0,0.44721359549995743,1.0,0.0,0.0,2.738612787525841,0.0,172.38764456886113,-275.0,16.599866130651634,40.0,400.64947273146385,40.0,0.8944271909999161,-2.0,0.44721359549995804,-1.0,0.0,0.0,32.09361307176243,-70.0,17.888543819997192,40.0,97.34246532503448,40.0,0.9746794344808964,-1.0,0.0,0.0,0.6666666666666666,100.0,3.0,1.3333333333333683,0.0,0,0,0,0.4113606518864169,0,0.363341804057274,0.4025196961101964,0.012150728066390419,0.4145461352128757,0.08498816243886632,0.0,0.01405329
6849.0,65.0,70.0,280.0,100.0,100.0,4.0,very rough to slightly rough,0.1,Silty clay/clay,1,1.0,Fresh,65.0,0.0,0.0,100.0,100.0,4.0,very rough to slightly rough,0.1,Silty clay/calcaerous,1,1.0,Fresh,60.0,70.0,0.0,100.0,100.0,4.0,Rough,0,None,0,0,0,4.4721359549995725,5.0,122.69881825021788,5.0,44.72135954999582,0.0,384.5459082548605,0.0,0.44721359549995743,-1.0,0.0,0.0,2.2360679774998022,0.0,181.98214198101965,-75.0,17.384539747207057,0.0,431.6480047446067,0.0,0.8944271909999161,2.0,0.44721359549995804,0.0,2.23606797749979,-5.0,32.71085446759225,70.0,17.888543819997192,0.0,102.675324310285,0.0,0.9746794344808964,2.0,0.0,0.0,0.6666666666666666,100.0,4.0,0.8888888888889227,0.0,0,0,0,0.47408243325217975,0,0.4718725606959517,0.5492045037003855,0.30721172232386856,0.7995098918023622,0.5538019473652073,0.42857142857142855,0.062450346
6854.0,25.0,30.0,120.0,100.0,100.0,5.0,very rough,0.1,None,0,1.0,Not Recorded,60.0,70.0,280.0,90.0,100.0,4.0,rough,0.1,None,0,1.0,Not Recorded,65.0,75.0,340.0,100.0,100.0,2.0,slightly rough,0,None,0,0,0,17.818529681205458,-40.0,124.39855304624729,-40.0,44.72135954999582,0.0,362.65686261258037,0.0,0.5477225575051656,1.0,0.0,0.0,2.2360679774998022,-5.0,169.22618000770447,70.0,17.320508075688767,-10.0,407.33278777923096,0.0,0.8944271909999161,0.0,0.44721359549995804,0.0,2.23606797749979,5.0,33.24154027718932,5.0,17.888543819997192,0.0,95.49869109050645,0.0,1.140175425099138,-2.0,0.0,0.0,0.6666666666666666,96.66666666666667,3.6666666666666665,-0.2222222222221859,0.0,0,0,0,0.4448955302329791,0,0.4622877761325876,0.49792404280195784,0.8010020059017438,0.7104122289297773,0.08454500126704916,0.2857142857142857,0.14177169
6860.0,65.0,280.0,340.0,100.0,100.0,5.0,very rough,0.1,None,0,1.0,Not Recorded,65.0,75.0,340.0,80.0,100.0,5.0,very rough,0.1,None,0,1.0,Not Recorded,60.0,90.0,170.0,100.0,100.0,5.0,very rough,0,None,0,0,0,18.234582528810467,40.0,121.53188881935473,250.0,44.72135954999582,0.0,17.888543819998326,0.0,0.5477225575051656,0.0,0.0,0.0,2.2360679774998022,5.0,135.711090187943,5.0,16.7332005306815,-10.0,17.88854381999832,0.0,1.0954451150103324,1.0,0.44721359549995804,0.0,2.7386127875258306,-5.0,35.07135583350036,15.0,17.888543819997192,0.0,17.888543819997512,0.0,1.3038404810405297,3.0,0.0,0.0,0.6666666666666666,93.33333333333333,5.0,-1.3333333333333002,0.0,0,0,0,0.32442619619514235,0,0.15919858788066035,0.35107619838176957,0.014134367268907598,0.898223915852601,0.19364756087182775,0.14285714285714285,0.008277045
6871.0,65.0,70.0,280.0,100.0,100.0,5.0,very rough,0.1,None,0,1.0,Not Recorded,65.0,70.0,350.0,70.0,100.0,5.0,very rough,0.1,None,0,1.0,Not Recorded,60.0,65.0,0.0,100.0,100.0,4.0,Not Recorded,0,None,0,0,0,17.46424919657298,0.0,100.34938963441681,-210.0,0.0,0.0,0.0,0.0,0.44721359549995743,0.0,0.0,0.0,2.2360679774998022,0.0,32.5192250830182,-5.0,13.038404810405286,-10.0,0.0,0.0,1.2247448713915892,0.0,0.0,0.0,2.7386127875258306,0.0,34.8209706929603,-25.0,0.0,0.0,0.0,0.0,1.3416407864998738,-1.0,0.0,0.0,0.6666666666666666,90.0,4.666666666666667,-3.3333333333333,-0.06666666666666668,0,0,0,0.3760134275527533,0,0.16389775043632915,0.4314652104082966,0.027213878823934598,0.9801856391452035,0.49175452781192946,0.14285714285714285,0.0026985097
6876.5,60.0,70.0,270.0,100.0,100.0,2.5,rough to smooth,0.1,silty clay up to 4 mm thickness,1,1.0,Fresh,65.0,70.0,355.0,60.0,100.0,2.5,rough to smooth,0.1,silty clay up to 4 mm thickness,1,1.0,Fresh,65.0,70.0,355.0,100.0,100.0,3.0,Rough to Slightly Rough,0,None,0,0,0,17.46424919657298,-5.0,99.89994994993741,0.0,0.0,0.0,0.0,0.0,1.095445115010332,-2.5,0.0,0.0,2.2360679774998022,0.0,31.937438845342623,0.0,15.81138830084188,-10.0,0.0,0.0,1.02469507659596,-2.5,0.0,0.0,2.7386127875258306,5.0,9.617692030835672,5.0,0.0,0.0,0.0,0.0,1.1401754250991383,-1.0,0.0,0.0,0.6666666666666666,86.66666666666667,2.6666666666666665,-2.6666666666666314,0.0,0,0,0,0.4198744638883924,0,0.2322517605840481,0.4774401156148473,0.012362020401313284,0.9847186011271348,0.6395073034398695,0.2857142857142857,0.011165758
6882.5,60.0,280.0,120.0,60.0,100.0,2.5,rough to smooth,0.1,Silty clay/calc,1,1.0,Fresh,65.0,355.0,280.0,60.0,100.0,2.5,rough to smooth,0.1,Silty clay/calc,1,1.0,Fresh,65.0,90.0,355.0,100.0,100.0,3.0,Rough to Slightly Rough,0,None,0,0,0,16.955824957813167,0.0,123.40988615179904,210.0,17.888543819998368,-40.0,0.0,0.0,1.369306393762915,0.0,0.0,0.0,2.2360679774998022,0.0,126.91532610366646,285.0,13.038404810405266,0.0,0.0,0.0,1.2549900398011133,0.0,0.0,0.0,2.7386127875258306,0.0,11.510864433221338,20.0,0.0,0.0,0.0,0.0,1.1401754250991383,0.0,0.0,0.0,0.6666666666666666,73.33333333333333,2.6666666666666665,-5.3333333333333,0.0,0,0,0,0.39986172525065816,0,0.19292210823556188,0.3987358571118557,0.007776190261280178,0.9555676115044957,0.3023178045203257,0.14285714285714285,0.020191237
6887.5,65.0,70.0,280.0,100.0,100.0,2.5,"rough, slightly rough and smooth",0.1,silty clay material,1,1.0,Fresh,65.0,70.0,350.0,60.0,100.0,2.5,"rough, slightly rough and smooth",0.1,silty clay material,1,1.0,Fresh,65.0,70.0,0.0,100.0,100.0,4.0,Rough,0,None,0,0,0,2.7386127875258204,5.0,115.02173707608489,-210.0,17.888543819998368,40.0,0.0,0.0,1.369306393762915,0.0,0.0,0.0,0.0,0.0,126.91532610366646,-285.0,8.944271909999104,0.0,0.0,0.0,1.3693063937629153,0.0,0.0,0.0,2.7386127875258306,0.0,12.041594578792296,-20.0,0.0,0.0,0.0,0.0,0.8366600265340759,1.0,0.0,0.0,0.6666666666666666,86.66666666666667,3.0,-1.9999999999999658,0.0,0,0,0,0.4647538296824995,0,0.26563383679269753,0.4778811058345271,0.031918922683200825,0.9594511307509559,0.5348204841884614,0.42857142857142855,0.05501115
6893.0,60.0,65.0,280.0,60.0,100.0,2.5,rough to smooth,0.1,calcaerous and silty clay,1,1.0,Fresh,65.0,70.0,350.0,60.0,100.0,2.5,rough to smooth,0.1,calcaerous and silty clay,1,1.0,Fresh,65.0,70.0,0.0,100.0,300.0,2.5,rough to smooth,0,None,0,0,0,2.7386127875258204,-5.0,94.4986772394196,-5.0,21.908902300206687,-40.0,0.0,0.0,1.1180339887498947,0.0,0.0,0.0,0.0,0.0,127.45587471748802,0.0,4.472135954999455,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,2.23606797749979,0.0,9.746794344808963,0.0,0.0,0.0,89.44271909999146,200.0,0.6708203932499373,-1.5,0.0,0.0,0.6666666666666666,73.33333333333333,2.5,-3.999999999999966,0.0,0,0,0,0.49506806428743916,0,0.3416823926654962,0.4904144488905239,0.02351348760912564,0.9120647996941219,0.8256588652451174,0.14285714285714285,0.12218914
6899.0,65.0,70.0,280.0,73.33333333333333,100.0,2.5,"rough, slightly rough and smooth",0.1,silty clay material,1,1.0,Not Recorded,65.0,70.0,350.0,60.0,100.0,2.5,"rough, slightly rough and smooth",0.1,silty clay material,1,1.0,Not Recorded,65.0,70.0,0.0,100.0,233.33333333333331,2.5,"rough, slightly rough and smooth",0,None,0,0,0,2.7386127875258204,5.0,94.4986772394196,5.0,20.221001184137513,13.333333333333329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.45587471748802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.94427190999916,0.0,0.0,0.0,94.28090415820623,-66.66666666666669,0.6123724356957949,0.0,0.0,0.0,0.6666666666666666,77.77777777777777,2.5,-2.444444444444412,0.0,0,0,0,0.39499527007837254,0,0.2762809648082298,0.4052314798081832,0.021321615087066786,0.91354683296184,0.14875662787096502,0.0,0.02816981
6905.5,65.0,70.0,280.0,86.66666666666667,100.0,2.5,"rough, slightly rough and smooth",0.1,silty clay/calcareous material,1,1.0,Not Recorded,65.0,70.0,350.0,60.0,100.0,2.5,"rough, slightly rough and smooth",0.1,silty clay/calcareous material,1,1.0,Not Recorded,65.0,70.0,0.0,100.0,166.66666666666666,2.5,"rough, slightly rough and smooth",0,None,0,0,0,2.7386127875258204,0.0,94.4986772394196,0.0,17.384539747207118,13.333333333333343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.45587471748802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.94427190999916,0.0,0.0,0.0,86.92269873603522,-66.66666666666666,0.6519202405202652,0.0,0.0,0.0,0.6666666666666666,82.22222222222223,2.5,-0.8888888888888544,0.0,0,0,0,0.3931001927106757,0,0.3052016308214741,0.39816494332909186,0.01562224006001031,0.5417160352571284,0.10050982359112193,0.0,0.012979064
6911.0,65.0,70.0,280.0,100.0,100.0,5.0,very rough to smooth,0.1,Silty clay/clay,1,1.0,Fresh,65.0,75.0,350.0,60.0,100.0,5.0,very rough to smooth,0.1,Silty clay/calc,1,1.0,Fresh,65.0,70.0,0.0,100.0,100.0,4.5,Very Rough to Rough,0,None,0,0,0,2.236067977499777,0.0,2.23606797749979,0.0,17.38453974720711,13.333333333333329,0.0,0.0,1.1180339887498947,2.5,0.0,0.0,0.0,0.0,2.23606797749979,5.0,0.0,0.0,0.0,0.0,1.118033988749895,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.9226987360352,-66.66666666666666,0.9746794344808966,2.0,0.0,0.0,0.6666666666666666,86.66666666666667,4.833333333333333,2.6666666666667025,0.0,0,0,0,0.47204315877359126,0,0.45676992323799936,0.5326425734562248,0.2352140696732451,0.8766203194925266,0.09357812713332529,0.0,0.19264619
6917.5,65.0,280.0,295.0,80.0,100.0,5.0,very rough,0.1,silty clay/calcareous material,1,1.0,Not Recorded,65.0,350.0,175.0,60.0,100.0,5.0,very rough,0.1,silty clay/calcareous material,1,1.0,Not Recorded,65.0,80.0,23.333333333333332,100.0,100.0,4.25,Not Recorded,0,None,0,0,0,2.236067977499777,0.0,94.4986772394196,210.0,14.907119849998658,-20.0,0.0,0.0,1.369306393762915,0.0,0.0,0.0,0.0,0.0,124.67958934805648,275.0,0.0,0.0,0.0,0.0,1.3693063937629153,0.0,0.0,0.0,0.0,0.0,4.47213595499958,10.0,0.0,0.0,86.9226987360352,0.0,1.0307764064044154,-0.25,0.0,0.0,0.6666666666666666,80.0,4.75,-1.3333333333333002,0.0,0,0,0,0.46899305792273754,0,0.3532233821639559,0.4718991526109275,0.04460412546560027,0.5556462754975191,0.2843189425730881,0.0,0.0606535
6923.0,65.0,270.0,310.0,60.0,100.0,4.0,rough,0.1,slity clay material,1,1.0,Fresh,70.0,75.0,0.0,60.0,100.0,4.0,rough,0.1,Silty clay,1,1.0,Fresh,60.0,70.0,46.666666666666664,100.0,100.0,4.0,Rough,0,None,0,0,0,0.0,0.0,112.33877335986894,-10.0,14.907119849998658,-20.0,0.0,0.0,1.2549900398011131,-1.0,0.0,0.0,2.2360679774998022,5.0,124.12695114277157,-275.0,0.0,0.0,0.0,0.0,1.2549900398011133,-1.0,0.0,0.0,2.23606797749979,-5.0,4.47213595499958,-10.0,0.0,0.0,59.62847939999421,0.0,0.9746794344808967,-0.25,0.0,0.0,0.6666666666666666,73.33333333333333,4.0,3.410605131648481e-14,0.0,0,0,0,0.4697084118822062,0,0.4218642468789587,0.5029571488729201,0.029542537354104687,0.42802575839121604,0.6562196437270986,0.14285714285714285,0.10314659
7272.5,60.0,70.0,280.0,100.0,400.0,4.0,rough,0.1,soft silty clay/clay and hard calcareous material,1,1.0,Fresh,65.0,70.0,350.0,100.0,1000.0,2.0,slightly rough,0.1,soft silty clay/clay and hard calcareous material,1,1.0,Fresh,60.0,65.0,70.0,100.0,300.0,4.0,rough,0,None,0,0,0,2.236067977499777,-5.0,112.33877335986894,-200.0,16.59986613065169,40.0,134.1640786499874,300.0,1.0246950765959597,0.0,0.0,0.0,2.2360679774998022,-5.0,124.12695114277157,-5.0,17.888543819998294,40.0,402.49223594996215,900.0,1.3964240043768943,-2.0,0.0,0.0,2.7386127875258306,0.0,5.477225575051661,-5.0,0.0,0.0,86.9226987360352,200.0,0.7826237921249268,0.0,0.0,0.0,0.6666666666666666,100.0,3.3333333333333335,4.44444444444448,0.0,1,0,1,0.8054067049636757,1,0.7675263203468669,0.7375806686510142,0.959350889150162,0.9976938449964257,0.8802087801889741,0.5714285714285714,0.9829927
7275.5,65.0,70.0,350.0,100.0,100.0,4.0,rough,0.1,Silty clay/clay,1,1.0,Fresh,65.0,70.0,350.0,60.0,100.0,4.0,rough,0.1,Silty clay/clay,1,1.0,Fresh,60.0,70.0,46.66666666666667,100.0,100.0,4.0,Rough,0,None,0,0,0,2.236067977499777,5.0,112.33877335986894,0.0,17.888543819998358,0.0,134.1640786499874,-300.0,0.547722557505166,0.0,0.0,0.0,2.2360679774998022,0.0,124.12695114277157,0.0,17.888543819998294,-40.0,402.49223594996215,-900.0,1.224744871391589,2.0,0.0,0.0,2.7386127875258306,0.0,5.477225575051661,5.0,0.0,0.0,89.44271909999146,-200.0,0.22360679774998024,0.0,0.0,0.0,0.6666666666666666,86.66666666666667,4.0,0.8888888888889227,0.0,1,0,1,0.7952903422617278,1,0.8473590746279548,0.7760148075972174,0.96958188348643,0.9847937367631694,0.8319327956693615,0.42857142857142855,0.98598796
7277.5,60.0,280.0,310.0,100.0,100.0,4.0,very rough to slightly rough,0.1,Silty clay/clay,1,1.0,Fresh,65.0,340.0,0.0,60.0,100.0,4.0,very rough to slightly rough,0.1,Silty clay/clay,1,1.0,Fresh,65.0,70.0,23.333333333333336,100.0,100.0,4.5,Very Rough to Rough,0,None,0,0,0,2.7386127875258204,-5.0,113.26958991715296,210.0,17.888543819998358,0.0,134.1640786499874,0.0,0.4472135954999578,0.0,0.0,0.0,2.2360679774998022,0.0,149.76648490233055,270.0,17.888543819998294,0.0,402.49223594996215,0.0,1.0954451150103321,0.0,0.0,0.0,2.7386127875258306,5.0,5.477225575051661,0.0,0.0,0.0,89.44271909999146,0.0,0.22360679774998024,0.5,0.0,0.0,0.6666666666666666,86.66666666666667,4.166666666666667,3.410605131648481e-14,0.0,1,0,1,0.7644748129993264,1,0.6843124725392318,0.6979614181396758,0.6550693359239973,0.9845578086353743,0.82469213759924,0.0,0.86081547
7280.5,65.0,280.0,120.0,100.0,500.0,3.0,rough to slightly rough,1.0,Silty clay/clay,1,1.0,Fresh,65.0,70.0,290.0,100.0,1000.0,3.0,rough to slightly rough,1.0,calcaerous,1,1.0,Fresh,65.0,70.0,0.0,100.0,400.0,3.0,rough to slightly rough,0,None,0,0,0,2.7386127875258204,5.0,113.26958991715296,0.0,17.888543819998354,0.0,194.9358868961793,400.0,0.4472135954999578,-1.0,0.0,0.0,2.2360679774998022,0.0,120.20815280171308,-270.0,21.90890230020663,40.0,492.9503017546495,900.0,0.8944271909999157,-1.0,0.0,0.0,2.7386127875258306,0.0,2.23606797749979,0.0,0.0,0.0,141.42135623730945,300.0,0.5477225575051666,-1.5,0.0,0.0,0.6666666666666666,100.0,3.0,4.000000000000034,0.0,1,0,1,0.7999223472520457,1,0.8577643411128554,0.7412782149476712,0.8843464588172839,0.9983770269546524,0.6963951945273554,0.2857142857142857,0.9478677
